Problem,Policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,TabulationActivated,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
sokoban_New36,2,0.057876,0.13,0.0,0.03906,0.663,1.0,1.0,0.0,2.0,0.0,1.0,0.00219
stilllife_mdsl_14,2,3591.87,0.133,0.0,3591.85,1.441,1.0,1.0,0.0,86094540.0,1.0,33.0,0.001399
sokoban_New89,2,1.25439,1.029,0.0,0.036737,2.043,1.0,1.0,0.0,9.0,0.0,1.0,0.10649
knights2_09b,2,0.014022,0.6,0.0,5e-05,2.691,1.0,0.0,0.0,0.0,0.0,0.0,0.004509
PlottingModelA_5_5_3_seed15_21_2,2,7.4109,11.368,0.0,0.046457,18.78,1.0,1.0,0.0,8.0,0.0,1.0,0.827043
bibd-implied_puget19,baseline,0.445731,,0.0,0.381856,5.318,,1.0,0.0,72805.0,0.0,1.0,0.007157
peaceableArmyOfQueens2_peaceableArmyQueens7,2,6.31979,0.12,0.0,6.31467,1.378,1.0,1.0,0.0,604206.0,0.0,7.0,0.001232
carSequencing_38,baseline,3590.81,,0.0,3590.71,2.527,,0.0,0.0,171039552.0,1.0,0.0,0.004784
blockedqueens_blockedqueens281449797615,2,0.395986,0.158,0.0,0.380572,0.909,1.0,1.0,0.0,5222.0,0.0,1.0,0.000968
blockedqueens-strong_blockedqueens481721268899,baseline,394.568,,0.0,394.49,1.498,,0.0,0.0,2894042.0,0.0,0.0,0.002667
nlinkedopt_opt30,2,3590.66,3.023,0.0,3587.87,5.089,1.0,1.0,0.0,58346196.0,1.0,25.0,0.20863
opd_flener_et_al_tab6_10_38_10,baseline,0.16371,,0.0,0.152894,1.911,,1.0,0.0,70565.0,0.0,9.0,0.002909
sedfnofix_26_2_C26_2_5_1,baseline,239.643,,0.0,238.919,2.67,,0.0,0.0,443093.0,0.0,0.0,0.006801
handball7_01,2,4.56985,0.917,0.0,2.8374,9.154,1.0,1.0,0.0,50825.0,0.0,13.0,0.012217
pegSolitaireTable_pegSolitaire4_4,2,171.328,0.041,0.0,171.213,2.179,0.0,1.0,0.0,757020.0,0.0,1.0,0.010164
blackhole_PN-9,2,679.683,0.274,0.0,669.927,5.28,1.0,1.0,0.0,6887266.0,0.0,1.0,0.01027
n-queens2_n_queens_16,baseline,0.059312,,0.0,0.056815,0.492,,1.0,0.0,1388.0,0.0,1.0,0.000331
blockedqueens-strong_blockedqueens281449791778,baseline,0.358513,,0.0,0.338415,0.766,,1.0,0.0,4913.0,0.0,1.0,0.001649
blockedqueens_blockedqueens281449802710,baseline,0.451405,,0.0,0.439739,0.774,,0.0,0.0,8575.0,0.0,0.0,0.00063
blockedqueens_blockedqueens281449794094,baseline,2.06564,,0.0,2.05367,0.734,,0.0,0.0,40205.0,0.0,0.0,0.000635
blockedqueens_blockedqueens501642419576,baseline,3590.65,,0.0,3590.6,1.129,,0.0,0.0,31828449.0,1.0,0.0,5.6e-05
pegSolitaireAction_pegSolitaire16,2,3.68786,7.161,0.0,2.66249,22.379,1.0,1.0,0.0,6942.0,0.0,1.0,0.082961
molnars_molnars-3-3,baseline,0.140364,,0.0,0.140123,0.492,,0.0,0.0,24543.0,0.0,0.0,0.0
carSequencing_36,baseline,3590.94,,0.0,3590.84,2.377,,0.0,0.0,156016712.0,1.0,0.0,0.00194
magicSequence_magicSequence250,2,0.071772,0.93,0.0,0.036103,94.931,1.0,1.0,0.0,1.0,0.0,1.0,0.002885
semigroup_semigroup8,baseline,0.052915,,0.0,0.037929,1.777,,1.0,0.0,65.0,0.0,1.0,0.00257
pegSolitaireTable_pegSolitaire31,baseline,2013.43,,0.0,2013.33,1.804,,1.0,0.0,11792180.0,0.0,1.0,0.01001
blockedqueens_blockedqueens501642458368,2,616.661,0.179,0.0,616.606,1.246,1.0,0.0,0.0,4594422.0,0.0,0.0,0.002362
blockedqueens_blockedqueens501642430207,baseline,3591.06,,0.0,3591.01,1.137,,0.0,0.0,31798104.0,1.0,0.0,0.000185
sportsScheduling_12-10-10,baseline,3591.15,,0.0,3591.12,0.826,,0.0,0.0,77823652.0,1.0,0.0,0.0
knights_35b,2,,30.157,0.0,,390.335,,,0.0,,1.0,,
handball7_15,2,3034.28,0.975,0.0,3033.31,9.825,1.0,1.0,0.0,93816285.0,0.0,10.0,0.014664
blockedqueens_blockedqueens281449801776,baseline,0.993635,,0.0,0.98369,0.852,,1.0,0.0,20133.0,0.0,1.0,0.0
pegSolitaireAction_pegSolitaire5,2,3589.94,10.7,0.0,3588.58,31.301,1.0,0.0,0.0,4681973.0,1.0,0.0,0.096816
sokoban_New15,2,1.75788,2.801,0.0,0.090471,4.211,1.0,1.0,0.0,429.0,0.0,1.0,0.134105
sokoban_New59,baseline,0.069091,,0.0,0.068883,0.992,,1.0,0.0,1.0,0.0,1.0,0.000161
quasiGroup3Idempotent_quasiGroupX_24,baseline,3590.68,,0.0,3588.55,16.316,,0.0,0.0,12431962.0,1.0,0.0,0.067809
carSequencing_76,baseline,0.157848,,0.0,0.048189,2.552,,1.0,0.0,179.0,0.0,1.0,0.003809
discreteTomography_5,2,4.54066,0.014,0.0,4.54066,0.413,0.0,0.0,0.0,4069799.0,0.0,0.0,0.0
RamseyNumbers_02-03-01-SAT,baseline,0.041744,,0.0,0.041747,0.162,,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens281449837905,baseline,0.513075,,0.0,0.491155,0.784,,1.0,0.0,8353.0,0.0,1.0,0.00154
quasiGroup3NonIdempotent_quasiGroupX_13,2,3590.21,6.178,0.0,3589.61,9.4,1.0,0.0,0.0,9636616.0,1.0,0.0,0.022414
blockedqueens_blockedqueens281449800566,baseline,1.8813,,0.0,1.86949,0.797,,1.0,0.0,31373.0,0.0,1.0,0.000485
knapsack_items-54,2,77.6588,0.007,0.0,77.6588,0.33,0.0,1.0,0.0,19496930.0,0.0,86.0,0.0
diet_diet,baseline,0.001731,,0.0,0.000255,0.262,,1.0,0.0,7.0,0.0,2.0,0.0
blockedqueens-strong_blockedqueens281449801635,baseline,0.4048,,0.0,0.382922,0.751,,1.0,0.0,6119.0,0.0,1.0,0.00155
blockedqueens_blockedqueens561860535892,2,1351.4,0.242,0.0,1351.33,1.846,1.0,1.0,0.0,8229223.0,0.0,1.0,0.001606
quasiGroup5Idempotent_quasiGroupX_11,2,0.032711,75.041,0.0,0.0,76.514,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ramsey2_04-04-02-SAT,2,0.037704,0.0,0.0,0.037707,0.252,0.0,1.0,0.0,1.0,0.0,1.0,0.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens217,2,64.1093,0.133,0.0,64.1015,2.498,1.0,1.0,0.0,4450620.0,0.0,12.0,0.00205
discreteTomography_9,baseline,0.038228,,0.0,0.038231,0.755,,1.0,0.0,1.0,0.0,1.0,0.0
killer_16-sol6,2,0.269696,2.987,0.0,0.037567,4.469,1.0,1.0,0.0,2.0,0.0,1.0,0.021237
semigroup_semigroup13,baseline,0.263433,,0.0,0.082957,6.807,,1.0,0.0,170.0,0.0,1.0,0.020189
blockedqueens_blockedqueens281449840726,2,0.976558,0.134,0.0,0.958099,0.827,1.0,0.0,0.0,15031.0,0.0,0.0,0.001076
sportsScheduling_12-10-2,baseline,3591.14,,0.0,3591.1,1.105,,0.0,0.0,58949419.0,1.0,0.0,0.002184
knights2_10b,baseline,3591.07,,0.0,3590.48,3.842,,0.0,0.0,5198881.0,1.0,0.0,0.009425
discreteTomography_6,2,10.1179,0.01,0.0,10.1168,0.401,0.0,0.0,0.0,10117799.0,0.0,0.0,0.000162
magicSquare_magicSquare5,2,0.072711,0.141,0.0,0.072524,0.445,1.0,1.0,0.0,3416.0,0.0,1.0,0.0
knights_06b,baseline,3.04276,,0.0,3.03547,0.996,,1.0,0.0,421519.0,0.0,1.0,0.001008
nlinkedseq_nlinkedseq-80-65,2,3590.6,0.2,0.0,3590.58,0.686,1.0,0.0,0.0,28433331.0,1.0,0.0,0.001232
ramsey2_03-04-02-SAT,baseline,0.041905,,0.0,0.041908,0.214,,1.0,0.0,1.0,0.0,1.0,0.0
sportsScheduling_12-10-8,2,353.933,0.186,0.0,353.874,1.282,1.0,1.0,0.0,2806435.0,0.0,1.0,0.00274
killer_16-sol48,2,2686.01,3.864,0.0,2685.37,5.58,1.0,1.0,0.0,16716274.0,0.0,1.0,0.034581
blockedqueens-strong_blockedqueens501642439163,baseline,629.371,,0.0,629.298,1.433,,0.0,0.0,4321166.0,0.0,0.0,0.002048
golfers2_ord03-7-4-2,2,0.039935,0.04,0.0,0.039827,1.463,0.0,1.0,0.0,23.0,0.0,1.0,0.000106
killer_16-sol83,baseline,0.037847,,0.0,0.036058,0.972,,1.0,0.0,4.0,0.0,1.0,0.0
sonet2_sonet7-4,baseline,3590.64,,0.0,3590.64,0.859,,0.0,0.0,395234521.0,1.0,0.0,2e-05
blockedqueens_blockedqueens481721284464,baseline,639.19,,0.0,639.149,1.063,,1.0,0.0,6487650.0,0.0,1.0,0.00107
quasiGroup5NonIdempotent_quasiGroupX_15,baseline,3590.78,,0.0,3590.53,2.766,,0.0,0.0,21733038.0,1.0,0.0,0.003867
RamseyNumbers_03-04-02-SAT,2,0.044276,0.0,0.0,0.044279,0.198,0.0,1.0,0.0,1.0,0.0,1.0,0.0
PlottingModelA_7_7_5_seed15_41_5,baseline,0.917692,,0.0,0.085039,39.38,,1.0,0.0,64.0,0.0,1.0,0.037181
bibd_puget9,2,0.0698,0.355,0.0,0.056425,1.897,1.0,1.0,0.0,1699.0,0.0,1.0,0.002963
blockedqueens-strong_blockedqueens481721273029,baseline,475.57,,0.0,475.512,1.162,,0.0,0.0,3880733.0,0.0,0.0,0.003074
blockedqueens-strong_blockedqueens281449849431,2,1.89435,0.007,0.0,1.87416,0.857,0.0,1.0,0.0,27305.0,0.0,1.0,0.001588
opd_puget10,2,0.245471,0.857,0.0,0.197643,3.577,1.0,1.0,0.0,12386.0,0.0,7.0,0.004907
blockedqueens_blockedqueens281449791733,baseline,1.31173,,0.0,1.29957,0.767,,1.0,0.0,23695.0,0.0,1.0,0.000649
ramsey1_03-03-01-SAT,baseline,0.040445,,0.0,0.039949,0.18,,1.0,0.0,1.0,0.0,1.0,6.9e-05
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens230,baseline,1.74604,,0.0,1.74189,1.899,,1.0,0.0,391783.0,0.0,10.0,0.001405
ramsey1_04-04-03-SAT,2,0.044042,0.0,0.0,0.043355,0.384,0.0,1.0,0.0,4.0,0.0,1.0,8.9e-05
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens220,baseline,34.8756,,0.0,34.8704,2.267,,1.0,0.0,6916614.0,0.0,12.0,0.000342
carSequencing_66,baseline,3592.34,,0.0,3592.22,2.558,,0.0,0.0,253313080.0,1.0,0.0,0.003655
sokoban_New17,2,2.22582,1.806,0.0,0.054859,3.293,1.0,1.0,0.0,229.0,0.0,1.0,0.179874
opd_flener_et_al_tab1_10_15_06,2,0.044563,0.279,0.0,0.012975,1.53,1.0,1.0,0.0,1420.0,0.0,5.0,0.002147
Bombastic_Bombastic60,2,0.041079,0.0,0.0,0.041098,1.331,0.0,1.0,0.0,1.0,0.0,1.0,0.0
bpmp_7444,baseline,89.3035,,0.0,89.2865,1.695,,1.0,0.0,8890455.0,0.0,1.0,0.002823
blackhole_PN-50,baseline,1245.39,,0.0,1244.43,6.203,,1.0,0.0,87432875.0,0.0,1.0,0.009071
blockedqueens_blockedqueens501642418648,2,1166.69,0.212,0.0,1166.64,1.372,1.0,1.0,0.0,8422772.0,0.0,1.0,0.00216
blackhole_PN-27,baseline,3590.57,,0.0,3589.92,4.686,,0.0,0.0,285989441.0,1.0,0.0,0.011948
blockedqueens-strong_blockedqueens561860441454,2,1991.31,0.005,0.0,1991.22,1.613,0.0,1.0,0.0,11893706.0,0.0,1.0,0.003429
Bombastic_Bombastic61,baseline,0.03918,,0.0,0.03886,0.864,,1.0,0.0,1.0,0.0,1.0,3.3e-05
blockedqueens_blockedqueens481721249472,2,2430.8,0.189,0.0,2430.75,1.209,1.0,1.0,0.0,19116884.0,0.0,1.0,0.003407
sudoku_sudoku48,2,0.04011,0.002,0.0,0.040112,0.477,0.0,1.0,0.0,2.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721284823,baseline,3591.07,,0.0,3591.01,1.265,,0.0,0.0,25921166.0,1.0,0.0,0.002549
graphColouring_inithx_i_3,2,30.0876,0.068,0.0,0.302815,34.426,0.0,1.0,0.0,622.0,0.0,1.0,0.030941
quasiGroup4NonIdempotent_quasiGroupX_25,baseline,3587.97,,0.0,3584.51,23.809,,0.0,0.0,7886402.0,1.0,0.0,0.069633
blackhole_PN-19,2,9.22019,0.28,0.0,0.045086,7.4,1.0,1.0,0.0,29.0,0.0,1.0,0.011246
futoshiki_futoshiki42,baseline,0.041485,,0.0,0.04104,0.226,,1.0,0.0,5.0,0.0,1.0,0.000151
bpmp_1176,baseline,72.7183,,0.0,72.7034,1.487,,1.0,0.0,7491211.0,0.0,1.0,0.000279
bibd-implied_puget3,2,0.473319,1.217,0.0,0.038114,2.871,1.0,1.0,0.0,30.0,0.0,1.0,0.063522
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens26,2,70.3817,0.131,0.0,70.3773,2.249,1.0,1.0,0.0,6392336.0,0.0,12.0,0.001415
graphColouring_3-Insertions_3,baseline,179.686,,0.0,179.685,0.493,,1.0,0.0,101717249.0,0.0,1.0,0.000296
opd_small_bibd_06_60_30,baseline,653.792,,0.0,653.785,1.471,,1.0,0.0,332325973.0,0.0,19.0,0.0
blockedqueens_blockedqueens281449789491,2,0.325914,0.13,0.0,0.308942,0.942,1.0,0.0,0.0,4429.0,0.0,0.0,0.000146
PlottingModelB_5_5_3_seed15_9_9,2,,,0.0,,1200.002,1.0,,1.0,,,,
killer_16-sol4,baseline,3590.86,,0.0,3590.79,1.396,,0.0,0.0,43399615.0,1.0,0.0,0.002068
blockedqueens-strong_blockedqueens481721259269,2,528.103,0.004,0.0,528.037,1.282,0.0,0.0,0.0,3816833.0,0.0,0.0,0.003455
quasiGroup4NonIdempotent_quasiGroupX_12,baseline,3591.16,,0.0,3591.06,2.107,,0.0,0.0,29135863.0,1.0,0.0,0.003044
opd_flener_et_al_tab7_4_35_10,baseline,0.004234,,0.0,0.001791,0.783,,1.0,0.0,2069.0,0.0,10.0,0.000665
sonet2_sonet6-4,baseline,3591.41,,0.0,3591.41,0.662,,1.0,0.0,770318959.0,1.0,1.0,0.000613
quasiGroup4NonIdempotent_quasiGroupX_15,2,3591.29,18.5,0.0,3590.02,23.936,1.0,0.0,0.0,5902887.0,1.0,0.0,0.040773
quasiGroup5NonIdempotent_quasiGroupX_17,2,3591.01,31.63,0.0,3590.31,35.779,1.0,0.0,0.0,10677449.0,1.0,0.0,0.020561
sokoban_New94,baseline,0.042242,,0.0,0.041598,0.468,,1.0,0.0,3.0,0.0,1.0,0.0
carSequencing_15,baseline,3589.97,,0.0,3589.89,2.19,,0.0,0.0,368257259.0,1.0,0.0,0.002373
nlinkedseq_nlinkedseq-80-65,baseline,3590.61,,0.0,3590.61,0.456,,0.0,0.0,184324712.0,1.0,0.0,0.000369
blockedqueens_blockedqueens281449796386,2,0.124053,0.125,0.0,0.091665,0.821,1.0,0.0,0.0,1051.0,0.0,0.0,0.001068
molnars_molnars-2-5,baseline,0.001104,,0.0,0.000339,0.329,,0.0,0.0,223.0,0.0,0.0,0.000513
nlinkedseq_nlinkedseq-70-55,baseline,3590.9,,0.0,3590.9,0.503,,0.0,0.0,195527938.0,1.0,0.0,0.0
blockedqueens-strong_blockedqueens481721248152,baseline,482.138,,0.0,482.068,1.424,,1.0,0.0,3411693.0,0.0,1.0,0.003099
Bombastic_Bombastic52,2,0.038151,0.0,0.0,0.038152,1.243,0.0,1.0,0.0,1.0,0.0,1.0,0.0
pegSolitaireTable_pegSolitaire2_15,2,4.58293,0.057,0.0,4.44791,2.445,0.0,1.0,0.0,24252.0,0.0,1.0,0.020206
blockedqueens_blockedqueens281449838446,2,0.508664,0.144,0.0,0.494781,0.892,1.0,0.0,0.0,7829.0,0.0,0.0,0.001067
handball7_08,baseline,3590.9,,0.0,3590.47,5.968,,1.0,0.0,75893976.0,1.0,18.0,0.007229
blockedqueens_blockedqueens281449787934,baseline,0.270509,,0.0,0.259915,0.811,,1.0,0.0,4511.0,0.0,1.0,0.000646
blockedqueens-strong_blockedqueens501642406103,baseline,1926.64,,0.0,1926.56,1.371,,0.0,0.0,14040263.0,0.0,0.0,0.003909
RamseyNumbers_03-09-02-SAT,2,0.042263,0.0,0.0,0.042266,0.175,0.0,1.0,0.0,1.0,0.0,1.0,0.0
bpmp_7326,2,27.2283,1.781,0.0,27.1864,3.257,1.0,1.0,0.0,122496.0,0.0,1.0,0.003938
pegSolitaireAction_pegSolitaire36,baseline,0.007404,,0.0,0.000206,5.429,,0.0,0.0,0.0,0.0,0.0,0.000715
solitaireBattleship_solitaire_battleship_meuffels_hertog2,2,3590.66,0.217,0.0,3590.28,8.058,1.0,0.0,0.0,63631542.0,1.0,0.0,0.015478
quasiGroup5NonIdempotent_quasiGroupX_16,baseline,3590.41,,0.0,3589.99,3.905,,0.0,0.0,14266365.0,1.0,0.0,0.008503
blockedqueens_blockedqueens501642456472,baseline,1131.46,,0.0,1131.42,1.13,,0.0,0.0,10685405.0,0.0,0.0,0.00111
knapsack_items-53,2,3.93382,0.003,0.0,3.93363,0.396,0.0,1.0,0.0,960162.0,0.0,74.0,0.0
bibd_bibdline1,baseline,0.069638,,0.0,0.053787,2.644,,1.0,0.0,6480.0,0.0,1.0,0.00251
bpmp_1176,baseline,71.9712,,0.0,71.9553,1.519,,1.0,0.0,7491211.0,0.0,1.0,0.002117
sokoban_Medium2,baseline,0.056361,,0.0,0.038713,1.317,,1.0,0.0,38.0,0.0,1.0,0.000977
blockedqueens-strong_blockedqueens281449795751,baseline,1.67972,,0.0,1.65989,0.784,,0.0,0.0,29535.0,0.0,0.0,0.000665
quasiGroup5NonIdempotent_quasiGroupX_12,2,3590.42,12.328,0.0,3590.24,14.292,1.0,0.0,0.0,17634538.0,1.0,0.0,0.005904
peaceableArmyOfQueens2_peaceableArmyQueens5,2,0.018712,0.132,0.0,0.016783,1.132,1.0,1.0,0.0,1870.0,0.0,4.0,0.000864
coprime_15,2,8.89443,35.478,0.0,0.35324,437.117,1.0,1.0,0.0,2051.0,0.0,1.0,0.448259
sonet2_sonet3-5,baseline,8.34467,,0.0,8.34247,0.661,,1.0,0.0,2741406.0,0.0,1.0,0.000589
pegSolitaireTable_pegSolitaire13,2,0.187732,0.074,0.0,0.056608,2.399,0.0,1.0,0.0,68.0,0.0,1.0,0.019053
bpmp_2254,baseline,6.28908,,0.0,6.26852,1.652,,1.0,0.0,679996.0,0.0,1.0,0.003629
blockedqueens-strong_blockedqueens501642439163,2,609.42,0.022,0.0,609.349,1.313,0.0,0.0,0.0,4321166.0,0.0,0.0,0.000686
tickTackToe_tickTackToe7,baseline,,,0.0,,0.842,,,0.0,,1.0,,
blackhole_PN-68,2,7.23644,0.229,0.0,0.799923,4.207,1.0,1.0,0.0,5006.0,0.0,1.0,0.008508
sonet_sonet7-4,baseline,3590.93,,0.0,3590.93,0.881,,0.0,0.0,1086708874.0,1.0,0.0,0.000703
blockedqueens-strong_blockedqueens501642416461,2,3262.74,0.024,0.0,3262.66,1.424,0.0,1.0,0.0,20869731.0,0.0,1.0,0.003178
ramsey2_04-04-01-SAT,2,0.04678,0.0,0.0,0.046172,0.181,0.0,1.0,0.0,1.0,0.0,1.0,9.8e-05
blockedqueens-strong_blockedqueens481721237798,2,760.316,0.044,0.0,760.25,1.363,0.0,0.0,0.0,5288018.0,0.0,0.0,0.00259
quasiGroup3NonIdempotent_quasiGroupX_24,2,3590.34,168.153,0.0,3587.4,193.83,,0.0,0.0,10185503.0,1.0,0.0,0.097364
ramsey1_03-05-02-SAT,2,0.041382,0.0,0.0,0.041385,0.265,0.0,1.0,0.0,2.0,0.0,1.0,0.0
sonet2_sonet4,baseline,3593.08,,0.0,3593.08,0.636,,1.0,0.0,1082890357.0,1.0,1.0,0.000278
blockedqueens_blockedqueens501642421871,baseline,874.708,,0.0,874.675,0.779,,1.0,0.0,9868883.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721349388,baseline,1233.01,,0.0,1232.95,1.252,,1.0,0.0,9046016.0,0.0,1.0,0.001519
blockedqueens_blockedqueens481721308471,baseline,3591.39,,0.0,3591.35,1.083,,0.0,0.0,39659862.0,1.0,0.0,0.001071
blackhole_PN-84,2,3.50001,0.159,0.0,0.036261,4.189,1.0,1.0,0.0,36.0,0.0,1.0,0.006892
sonet2_sonet6-4,2,3591.38,0.046,0.0,3591.38,0.744,0.0,1.0,0.0,759874382.0,1.0,1.0,0.0
graphColouring_1-FullIns_4,baseline,0.442589,,0.0,0.428605,0.837,,1.0,0.0,32943.0,0.0,6.0,0.001309
ramsey1_03-03-01-SAT,2,0.043849,0.0,0.0,0.043852,0.174,0.0,1.0,0.0,1.0,0.0,1.0,0.0
sudoku_sudoku26,2,0.043608,0.012,0.0,0.042902,0.547,0.0,1.0,0.0,1.0,0.0,1.0,7.5e-05
carSequencing_60,baseline,3590.87,,0.0,3590.76,2.47,,0.0,0.0,155952143.0,1.0,0.0,0.004577
golfers3_ord08-17-9-2,2,0.639316,5.122,0.0,0.072617,22.897,1.0,1.0,0.0,695.0,0.0,1.0,0.041754
quasiGroup6_quasiGroupX_20,baseline,3590.56,,0.0,3590.15,4.498,,0.0,0.0,11569312.0,1.0,0.0,0.006684
blockedqueens-strong_blockedqueens281449849121,2,0.85238,0.011,0.0,0.834123,0.871,0.0,0.0,0.0,12638.0,0.0,0.0,2e-05
molnars_molnars-4-2,2,2.46821,0.34,0.0,2.45992,1.183,1.0,0.0,0.0,105853.0,0.0,0.0,0.002449
pegSolitaireTable_pegSolitaire3_35,2,0.565931,0.049,0.0,0.441764,2.161,0.0,1.0,0.0,1846.0,0.0,1.0,0.014049
blockedqueens-strong_blockedqueens561860458238,baseline,1660.28,,0.0,1660.18,1.756,,1.0,0.0,8374136.0,0.0,1.0,0.002667
knights_35b,baseline,,,0.0,,318.224,,,0.0,,1.0,,
bibd-implied_puget9,baseline,0.044886,,0.0,0.038966,1.576,,1.0,0.0,368.0,0.0,1.0,0.001438
blockedqueens-strong_blockedqueens501642406727,2,694.652,0.017,0.0,694.581,1.402,0.0,0.0,0.0,4300888.0,0.0,0.0,0.0
golfers1_ord22-6-5-5,2,19.8073,103.148,0.0,2.7666,128.959,1.0,1.0,0.0,443.0,0.0,1.0,1.26882
pegSolitaireTable_pegSolitaire2_46,2,1.16578,0.053,0.0,1.05527,1.87,0.0,1.0,0.0,5290.0,0.0,1.0,0.015007
magicSequence_magicSequence350,baseline,0.141938,,0.0,0.037851,475.884,,1.0,0.0,1.0,0.0,1.0,0.006378
blockedqueens_blockedqueens481721291338,2,98.8463,0.225,0.0,98.7918,1.278,1.0,1.0,0.0,718322.0,0.0,1.0,0.003468
bpmp_7444,2,73.3942,1.725,0.0,73.3567,3.216,1.0,1.0,0.0,343156.0,0.0,1.0,0.000659
killer_16-sol48,baseline,3591.06,,0.0,3591.01,1.08,,0.0,0.0,49913031.0,1.0,0.0,0.000988
solitaireBattleship_solitaire_battleship1,baseline,0.04144,,0.0,0.041443,1.386,,1.0,0.0,1.0,0.0,1.0,0.0
coprime_25,baseline,,,0.0,,1200.001,,,1.0,,,,
semigroup_semigroup17,2,1.20008,2.889,0.0,0.282376,18.376,1.0,1.0,0.0,290.0,0.0,1.0,0.055318
golfers1_ord01-3-2-2,2,0.040452,0.0,0.0,0.040458,0.511,0.0,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens281449802061,2,0.854694,0.131,0.0,0.838639,0.992,1.0,1.0,0.0,12355.0,0.0,1.0,0.001116
nlinkedopt_opt32,baseline,3591.28,,0.0,3591.28,0.371,,1.0,0.0,568276246.0,1.0,25.0,0.000407
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens223,2,0.681372,0.09,0.0,0.679367,1.984,1.0,1.0,0.0,85852.0,0.0,10.0,0.000642
sedfnofix_29_1_C29_8_2_1,2,23.8741,20.471,0.0,20.6518,39.899,1.0,0.0,0.0,7603.0,0.0,0.0,0.03417
blockedqueens-strong_blockedqueens481721286911,baseline,3530.45,,0.0,3530.39,1.261,,0.0,0.0,30484225.0,0.0,0.0,0.000824
opd_puget24,2,3591.28,1.965,0.0,3591.08,5.449,1.0,1.0,0.0,79238623.0,1.0,5.0,0.021852
blackhole_PN-14,baseline,51.3627,,0.0,50.7788,3.737,,1.0,0.0,3159868.0,0.0,1.0,0.00838
blockedqueens-strong_blockedqueens561860549527,2,2711.64,0.02,0.0,2711.55,1.509,0.0,1.0,0.0,16738983.0,0.0,1.0,0.004291
pegSolitaireState_pegSolitaire37,baseline,0.006084,,0.0,0.0,1.95,,0.0,0.0,0.0,0.0,0.0,0.00047
blockedqueens-strong_blockedqueens281449802826,2,0.201646,0.004,0.0,0.180938,1.01,0.0,0.0,0.0,2366.0,0.0,0.0,0.001546
sokoban_New83,2,0.039602,0.0,0.0,0.039604,0.417,0.0,1.0,0.0,2.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens281449843201,2,3.89286,0.039,0.0,3.87256,0.867,0.0,0.0,0.0,58759.0,0.0,0.0,0.001543
JPEncoding_data900,baseline,3590.58,,0.0,3587.24,21.334,,1.0,0.0,4870282.0,1.0,240.0,0.036795
blockedqueens-strong_blockedqueens281449794094,baseline,1.20385,,0.0,1.18375,0.847,,0.0,0.0,18011.0,0.0,0.0,0.001489
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens278,baseline,0.294335,,0.0,0.293385,1.727,,1.0,0.0,69155.0,0.0,8.0,0.0
graphColouring_mulsol_i_3,2,1.43378,0.028,0.0,0.036568,3.452,0.0,1.0,0.0,185.0,0.0,1.0,0.003906
knapsack_items-81,2,165.76,0.003,0.0,165.76,0.378,0.0,1.0,0.0,23546492.0,0.0,89.0,0.0
knapsack_items-59,baseline,6.49831,,0.0,6.49793,0.288,,1.0,0.0,1413497.0,0.0,71.0,0.000153
quasiGroup7_quasiGroupX_24,baseline,3590.5,,0.0,3589.41,7.321,,0.0,0.0,14504327.0,1.0,0.0,0.014175
blockedqueens_blockedqueens501642439163,baseline,3590.97,,0.0,3590.92,1.277,,0.0,0.0,30774237.0,1.0,0.0,0.001116
pegSolitaireTable_pegSolitaire27,baseline,0.775061,,0.0,0.660279,1.818,,1.0,0.0,2591.0,0.0,1.0,0.017005
opd_flener_et_al_tab7_15_35_10,2,1.99548,0.975,0.0,1.9236,4.405,1.0,1.0,0.0,122624.0,0.0,8.0,0.008558
golfers3_ord10-4-3-3,2,0.140877,0.466,0.0,0.040609,1.868,1.0,1.0,0.0,10.0,0.0,1.0,0.009932
knights2_20b,2,3590.0,11.607,0.0,3551.54,53.732,1.0,0.0,0.0,213431.0,1.0,0.0,0.242688
bpmp_7444,2,82.2855,1.759,0.0,82.2417,3.311,1.0,1.0,0.0,343156.0,0.0,1.0,0.001904
opd_flener_et_al_15_350_100,2,3589.93,23.072,0.0,3588.63,40.408,1.0,1.0,0.0,81812922.0,1.0,10.0,0.098355
futoshiki_futoshiki34,2,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens281449798451,2,0.397769,0.151,0.0,0.3813,0.911,1.0,1.0,0.0,4805.0,0.0,1.0,0.00108
